KO	EC	Pathway	Brite	KO_Name
K09757	3.4.16.-;2.3.1.92	ko00940	ko01002	SCPL8, SNG1; serine carboxypeptidase-like 8
K09750	3.4.21.-		ko01002	TMPRSS11A; transmembrane protease serine 11A
K09751	3.4.21.-		ko01002	TMPRSS11B; transmembrane protease serine 11B
K09752	3.4.21.-		ko01002	TMPRSS11F; transmembrane protease serine 11F
K09753	1.2.1.44	ko00940		CCR; cinnamoyl-CoA reductase
K26047	2.1.1.45		ko03200	TD; Escherichia phage thymidylate synthase
K26046	3.1.-.-		ko03200	Gp4; Escherichia phage head completion nuclease
K26045	5.6.2.2		ko03200	Gp52; Escherichia phage DNA topoisomerase medium subunit
K23036	1.14.19.27			desC2; sn-2 palmitoyl-lipid 9-desaturase
K23031	4.2.3.175			E4.2.3.175; 10-epi-cubebol synthase
K23030	4.2.3.170			E4.2.3.170; 4-epi-cubebol synthase
K26041	3.1.-.-		ko03200	ITEVIR; Escherichia phage intron-associated endonuclease 1
K23032	4.2.3.176			E4.2.3.176; sesterfisherol synthase
K07619			ko02000	GJC2, GJA12, CX47; gap junction gamma-2 protein
K07618				GJA9; gap junction alpha-9 protein
K07613			ko02000	GJA4, CX37; gap junction alpha-4 protein
K07612			ko02000	GJA3, CX46; gap junction alpha-3 protein
K07611		ko04210;ko04214	ko04812	LMNB; lamin B
K07610		ko05414;ko05410;ko05412	ko04812	DES; desmin
K07617			ko02000	GJA8, CX50; gap junction alpha-8 protein
K07616			ko02000	GJC1, GJA7, CX45; gap junction gamma-1 protein
K07615				GJA6, CX33; gap junction alpha-6 protein
K07614				GJA5, CX40; gap junction alpha-5 protein
K21899	4.2.1.110			AUDH; aldos-2-ulose dehydratase
K14942			ko03041	KHDRBS3, SLM2; KH domain-containing, RNA-binding, signal transduction-associated protein 3
K05929	2.1.1.103	ko00564		E2.1.1.103, NMT; phosphoethanolamine N-methyltransferase
K05928	2.1.1.95	ko00130		E2.1.1.95; tocopherol O-methyltransferase
K05927	1.12.5.1			hydA; quinone-reactive Ni/Fe-hydrogenase small subunit
K05926	2.1.1.230		ko03009	nhs; 23S rRNA (adenosine1067-2'-O)-methyltransferase
K05925	2.1.1.348		ko03019	METTL3; mRNA m6A methyltransferase catalytic subunit
K05922	1.12.5.1			hydB; quinone-reactive Ni/Fe-hydrogenase large subunit
K05921	4.1.1.68;5.3.3.-	ko00350		hpaG; 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase
K00348	7.2.1.1			nqrC; Na+-transporting NADH:ubiquinone oxidoreductase subunit C
K00349	7.2.1.1			nqrD; Na+-transporting NADH:ubiquinone oxidoreductase subunit D
K14949	2.7.11.1	ko05152	ko01001	pknG; serine/threonine-protein kinase PknG
K00340	7.1.1.2	ko00190		nuoK; NADH-quinone oxidoreductase subunit K
K00341	7.1.1.2	ko00190		nuoL; NADH-quinone oxidoreductase subunit L
K00342	7.1.1.2	ko00190		nuoM; NADH-quinone oxidoreductase subunit M
K00343	7.1.1.2	ko00190		nuoN; NADH-quinone oxidoreductase subunit N
K00344	1.6.5.5			qor, CRYZ; NADPH:quinone reductase
K00345	7.1.1.-			ndhS; NAD(P)H-quinone oxidoreductase subunit S, chloroplastic
K00346	7.2.1.1			nqrA; Na+-transporting NADH:ubiquinone oxidoreductase subunit A
K23702			ko04990	MACC1; metastasis-associated in colon cancer protein 1
K23709			ko04990	SORBS3; vinexin
K23708			ko04990	SORBS2; sorbin and SH3 domain-containing protein 2
K18004				pqsL; HQNO biosynthesis monooxygenase PqsL
K00836	2.6.1.76	ko00260	ko01007	ectB, dat; diaminobutyrate-2-oxoglutarate transaminase
K00837	2.6.1.-	ko00270;ko00380		ISS1, VAS1; aromatic aminotransferase
K00835	2.6.1.66	ko00290	ko01007	avtA; valine--pyruvate aminotransferase
K00832	2.6.1.57	ko00950;ko00960;ko00360;ko00401;ko00400;ko00270;ko00350	ko01007	tyrB; aromatic-amino-acid transaminase
K00833	2.6.1.62	ko00780	ko01007	bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase
K00830	2.6.1.45;2.6.1.44;2.6.1.51	ko00680;ko04146;ko00250;ko00630;ko00260	ko01007	AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase
K00831	2.6.1.52	ko00750;ko00270;ko00680;ko00260	ko01007	serC, PSAT1; phosphoserine aminotransferase
K00838	2.6.1.39;2.6.1.27;2.6.1.57;2.6.1.5	ko00130;ko00950;ko00960;ko00360;ko00300;ko00401;ko00400;ko00270;ko00350;ko00380	ko01007	ARO8; aromatic amino acid aminotransferase I / 2-aminoadipate transaminase
K00839	2.6.1.112	ko00230	ko01007	pucG; (S)-ureidoglycine---glyoxylate transaminase
K01123	3.1.4.41	ko00600		SMaseD; sphingomyelin phosphodiesterase D
K01122	3.1.4.39	ko00565		ENPP2; ectonucleotide pyrophosphatase/phosphodiesterase family member 2
K01121	3.1.4.37		ko04147	CNP; 2',3'-cyclic-nucleotide 3'-phosphodiesterase
K04336		ko02026	ko02044	csgC; curli production protein
K01127	3.1.4.50	ko00563		GPLD1; glycosylphosphatidylinositol phospholipase D
K01126	3.1.4.46	ko00564		E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase
K04333		ko02026	ko03000	csgD; LuxR family transcriptional regulator, csgAB operon transcriptional regulatory protein
K04332		ko04080	ko04030	PTGDR; prostaglandin D2 receptor
K01129	3.1.5.1	ko00230		dgt; dGTPase
K01128	3.1.4.-			SMPDL3; sphingomyelin phosphodiesterase acid-like 3
K04339	2.7.1.65	ko00521		stsE; scyllo-inosamine 4-kinase
K04338			ko02044	csgF; curli production assembly/transport component CsgF
K02470	5.6.2.2		ko03400;ko03032	gyrB; DNA gyrase subunit B
K02471		ko02010	ko02000	bacA, bclA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein
K02472	1.1.1.336	ko00520;ko00541;ko05111;ko02020		wecC; UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase
K02473	5.1.3.7;5.1.3.-	ko00520;ko00541		wbpP; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase
K02474	1.1.1.136;1.1.1.-	ko00520;ko00541		wbpO; UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase
K02475			ko02022	K02475; two-component system, CitB family, response regulator
K02476	2.7.13.3		ko01001;ko02022	K02476; two-component system, CitB family, sensor kinase
K02477			ko02022	K02477; two-component system, LytTR family, response regulator
K02478	2.7.13.3		ko01001;ko02022	K02478; two-component system, LytTR family, sensor kinase
K02479			ko02022	K02479; two-component system, NarL family, response regulator
K17933			ko04990;ko04131	ARHGAP33, SNX26; Rho GTPase-activating protein 33
K17932			ko04990	SNX21; sorting nexin-21
K17931			ko04990	SNX20; sorting nexin-20
K17930			ko04990	SNX19; sorting nexin-19
K17937			ko04990	SNX31; sorting nexin-31
K17936			ko04990;ko04131	SNX27; sorting nexin-27
K11113			ko03032	TERF2IP, RAP1; telomeric repeat-binding factor 2-interacting protein 1
K17935			ko04990	SNX29; sorting nexin-29
K16324			ko02000	psuT; putative pseudouridine transporter
K08220			ko02000	FLVCR, SLC49A1_2; MFS transporter, FLVCR family, feline leukemia virus subgroup C receptor-related protein
K16327			ko02000	K16327; putative LysE/RhtB family amino acid efflux pump
K11110			ko03032	TERF1, TRF1; telomeric repeat-binding factor 1
K16321			ko02000	gntP; high-affinity gluconate transporter
K11116			ko03032	TEN1; telomere length regulation protein
K14055				uspE; universal stress protein E
K16323			ko02000	yxjA, nupG; purine nucleoside transport protein
K02589				nifHD1, nifI1; nitrogen regulatory protein PII 1
K16322			ko02000	pit; low-affinity inorganic phosphate transporter
K14059				int; integrase
K02585				nifB; nitrogen fixation protein NifB
K06203				cysZ; CysZ protein
K06202				cyaY; iron-sulfur cluster assembly protein CyaY
K06201				cutC; copper homeostasis protein
K06200				cstA; carbon starvation protein
K06207				typA, bipA; GTP-binding protein
K06206				sfsA; sugar fermentation stimulation protein A
K06205				mioC; MioC protein
K06204		ko02026	ko03000;ko03009;ko03021	dksA; DnaK suppressor protein
K06209	5.4.99.5	ko00400		pheB; chorismate mutase
K06208	5.4.99.5	ko00400		aroH; chorismate mutase
K25334		ko03230;ko03240	ko03200	VP35; Ebolavirus polymerase cofactor VP35
K25335		ko03230;ko03240	ko03200	NP; Ebolavirus nucleoprotein
K25336	2.7.7.48;3.6.1.-;2.7.7.88;2.1.1.-	ko03240	ko03200	L; Marburgvirus RNA-dependent RNA polymerase L
K25337		ko03240	ko03200	VP35; Marburgvirus polymerase cofactor VP35
K25330		ko03264;ko03240	ko03200	NS4A; Flavivirus non-structural protein 4A
K25331		ko03264;ko03240	ko03200	NS2A; Flavivirus non-structural protein 2A
K25332	2.1.1.56.;2.7.7.48;2.1.1.57	ko03264;ko03240	ko03200	NS5; Flavivirus RNA-directed RNA polymerase NS5
K25333	2.7.7.48;3.6.1.-;2.7.7.88;2.1.1.-	ko03230;ko03240	ko03200	L; Ebolavirus RNA-dependent RNA polymerase L
K25338		ko03240	ko03200	NP; Marburgvirus nucleoprotein
K25339		ko03240	ko03200	P; Respirovirus phosphoprotein
K23939			ko04990	FHOD3, FHOS2; FH1/FH2 domain-containing protein 3
K20869	2.4.2.-		ko01003	IRX9; putative beta-1,4-xylosyltransferase IRX9
K20868		ko04140	ko04131;ko03029	ATG16L2; autophagy-related protein 16-2
K20863		ko04621	ko04054	NLRP6, NALP6; NACHT, LRR and PYD domains-containing protein 6
K20862	3.1.3.102;3.1.3.104	ko00740		yigB; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
K20861	3.1.3.102;3.1.3.104	ko00740		ybjI; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
K20860	3.1.3.102;3.1.3.104	ko00740		FHY1; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
K20867	2.4.1.-		ko01003	GAUT12S; galacturonosyltransferase 12/13/14/15
K20866	3.1.3.10	ko00010		yihX; glucose-1-phosphatase
K20865		ko04621	ko04054	NLRP12; NACHT, LRR and PYD domains-containing protein 12
K20864		ko04621	ko04054	NLRP7, NALP7; NACHT, LRR and PYD domains-containing protein 7
K07150				K07150; uncharacterized protein
K07151	2.4.99.18	ko00513;ko00510;ko04141	ko01003	STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase
K07152			ko03029	SCO1; protein SCO1
K07153				hflD; high frequency lysogenization protein
K07154	2.7.11.1		ko01001;ko02048	hipA; serine/threonine-protein kinase HipA
K07155	1.13.11.24			qodI; quercetin 2,3-dioxygenase
K07156			ko02000	copC, pcoC; copper resistance protein C
K07157				K07157; uncharacterized protein
K07158				K07158; uncharacterized protein
K07159				K07159; uncharacterized protein
K22645	2.3.2.27		ko04121	SLX5; E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX5
K22644			ko04040	HVCN1, HV1; voltage-gated hydrogen channel 1
K22647	3.4.19.12		ko04121	MINDY3_4; ubiquitin carboxyl-terminal hydrolase MINDY-3/4
K22646	2.3.2.27		ko04121	SLX8; E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX8
K22641			ko02000	TTYH; protein tweety
K22640	1.14.14.58	ko00904	ko00199	CYP92C6; trimethyltridecatetraene synthase
K22643			ko02000	MRLN; myoregulin
K22642			ko02000	SLN; sarcolipin
K22649				BCL9, BCL9L; B-cell CLL/lymphoma 9 protein
K22648			ko03000	BCL6B; B-cell CLL/lymphoma 6 member B protein
K18219			ko03000	txr; sigma-54 dependent transcriptional regulator, tetracycline resistant transcriptional regulator
K18218			ko01504;ko02000	tet35; tetracycline resistance efflux pump
K18213	3.1.26.5		ko03016	PRORP; proteinaceous RNase P
K18212			ko04131	SNAP47; synaptosomal-associated protein 47
K18211		ko04911;ko04721	ko04131	SNAP25; synaptosomal-associated protein 25
K18210	1.3.4.1	ko00720		tfrB; fumarate reductase (CoM/CoB) subunit B
K18217		ko02010	ko01504;ko02000	steB, tetB46; ATP-binding cassette, subfamily B, tetracycline resistant protein
K18216		ko02010	ko01504;ko02000	steA, tetA46; ATP-binding cassette, subfamily B, tetracycline resistant protein
K18215			ko01504;ko02000	tetV; MFS transporter, DHA3 family, tetracycline resistance protein
K18214			ko01504;ko02000	tetP_A, tet40; MFS transporter, DHA3 family, tetracycline resistance protein
K24528		ko00522	ko01008	mycAI; protomycinolide IV synthase 1
K24529	2.4.1.-	ko00522	ko01008	mycB; protomycinolide IV desosaminyltransferase
K24522			ko04990	KCP; kielin/chordin-like protein
K24523			ko04990	CPNE5_8_9; copine 5/8/9
K24520			ko04990	CHRDL1; chordin-like protein 1
K24521			ko04990	VWC2; brorin
K24526			ko03041	RBM12; RNA-binding protein 12
K24527			ko03041	RBM18; RNA-binding protein 18
K24524			ko04990	CPNE1_2_3; copine 1/2/3
K24525			ko04990	CPNE4_6_7; copine 4/6/7
K26014		ko03266	ko03200	VP5, UL19; Herpesviridae major capsid protein
K26015		ko03266	ko03200	VP19C, UL38; Herpesviridae triplex capsid protein 1
K26016		ko03266	ko03200	VP23, UL18; Herpesviridae triplex capsid protein 2
K26017		ko03266	ko03200	UL17; Herpesviridae capsid vertex component 1
K26010		ko03267	ko03200	IVa2; Mastadenovirus packaging protein 1
K23067		ko00540	ko01005	waaX; beta-1,4-galactosyltransferase
K26012	3.4.22.39	ko03267	ko01002;ko03200	L3; Adenoviridae endopeptidase
K26013		ko03267	ko03200	L1; Mastadenovirus packaging protein 3
K23068		ko03230;ko05166	ko03200	p30II; HTLV-1 accessory protein p30II
K23069		ko04061;ko03230;ko05166	ko03200	p12I; HTLV-1 accessory protein p12I
K26018		ko03266	ko03200	UL25; Herpesviridae capsid vertex component 2
K26019		ko03266	ko03200	VP26, UL35; Herpesviridae small capsomere-interacting protein
K14918			ko03009;ko03100	snR34; small nucleolar RNA snR34
K14919			ko03009;ko03100	snR35; small nucleolar RNA snR35
K14914			ko03009;ko03100	snR11; small nucleolar RNA snR11
K14915			ko03009;ko03100	snR31; small nucleolar RNA snR31
K14916			ko03009;ko03100	snR32; small nucleolar RNA snR32
K14917			ko03009;ko03100	snR33; small nucleolar RNA snR33
K14910			ko03009;ko03100	snR3; small nucleolar RNA snR3
K14911			ko03009;ko03100	snR5; small nucleolar RNA snR5
K14912			ko03009;ko03100	snR8; small nucleolar RNA snR8
K14913			ko03009;ko03100	snR9; small nucleolar RNA snR9
K18969			ko03200	CURLY_70; Bacillus virus DNA polymerase III epsilon subunit
K18968	2.7.7.65	ko02026		adrA; diguanylate cyclase
K18961	6.5.1.3		ko03200	rnlA; Escherichia phage RNA ligase 1
K18960			ko03200	gp49; Escherichia phage recombination endonuclease VII
K18963	2.7.7.7		ko03200	pol; Baculoviridae DNA polymerase
K18962	6.5.1.3		ko03200	rnlB; Escherichia phage RNA ligase 2
K18964	2.7.7.7	ko03240	ko03200	UL30, UL54, BALF5, U38; Herpesviridae DNA polymerase catalytic subunit
K18967	2.7.7.65			dge1; diguanylate cyclase
K18966	4.1.1.11;4.1.1.29	ko00430;ko00410;ko00770		GADL1, CSAD; sulfinoalanine decarboxylase / aspartate 1-decarboxylase
K17292			ko04147;ko04812	TBCA; tubulin-specific chaperone A
K17293			ko04147	TSPAN3; tetraspanin-3
K17290	1.1.1.-		ko04147	HTATIP2; oxidoreductase
K17291		ko04530	ko04147	MARVELD2; MARVEL domain-containing protein 2
K17296			ko04147	TSPAN14; tetraspanin-14
K17297			ko04147	TSPAN15; tetraspanin-15
K17294			ko04147	TSPAN4; tetraspanin-4
K17295			ko04147	TSPAN6; tetraspanin-6
K17298			ko04147;ko04131	MUC13; mucin-13
K17299			ko04147	POTE; POTE ankyrin domain family protein
K20089	1.14.13.217	ko02024;ko00404		vioD; protodeoxyviolaceinate monooxygenase
K20088		ko02024;ko00404		vioE; violacein biosynthesis protein VioE
K20085	1.1.1.-	ko00404		staK; dTDP-3-amino-4-oxo-2,3,6-trideoxy-L-allose reductase
K20084	2.6.1.122			gnnB; UDP-N-acetyl-3-dehydro-alpha-D-glucosamine 3-aminotranferase
K20087		ko02024;ko00404		vioB; violacein biosynthesis protein VioB
K20086	1.4.3.-	ko02024;ko00404		vioA; tryptophan oxidase VioA
K20081	2.1.1.-	ko00404		staMA; N-methyltransferase StaMA
K20080	1.14.-.-	ko00404		staN; cytochrome P450 StaN
K20082	2.1.1.139	ko00404		staMB; O-methyltransferase StaMB
K17436			ko03011	MRPL55; large subunit ribosomal protein L55
K12405	1.1.1.-;4.2.1.119;4.2.1.107	ko04146;ko01040;ko00120		HSD17B4; (3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2
K12406	2.7.1.40	ko04950;ko04910;ko00620;ko04932;ko00010;ko04930	ko04147	PKLR; pyruvate kinase isozymes R/L
K12407	2.7.1.2	ko00500;ko04910;ko04950;ko00520;ko00521;ko04917;ko00524;ko04922;ko00052;ko04930;ko05230;ko00010;ko04911		GCK; glucokinase
K12400		ko04142	ko04131	AP4E1; AP-4 complex subunit epsilon-1
K12401		ko04142	ko04131	AP4B1; AP-4 complex subunit beta-1
K12402		ko04142	ko04131	AP4M1; AP-4 complex subunit mu-1
K12403		ko04142	ko04131	AP4S1; AP-4 complex subunit sigma-1
K12408	1.1.1.181	ko00120		HSD3B7; cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase
K12409	3.2.1.183;2.7.1.60	ko00520		GNE; bifunctional UDP-N-acetylglucosamine 2-epimerase / N-acetylmannosamine kinase
K17438			ko03011	MRPL25; large subunit ribosomal protein L25
K17439			ko03011	MRPL35; large subunit ribosomal protein L35
K21680	1.1.1.137	ko00040		E1.1.1.137; ribulose-5-phosphate 2-dehydrogenase
K21681	2.7.7.40;1.1.1.405	ko00040		bcs1; ribitol-5-phosphate 2-dehydrogenase (NADP+) / D-ribitol-5-phosphate cytidylyltransferase
K16521			ko03037	AKAP4; A-kinase anchor protein 4
K21683	1.14.13.210	ko00633		dntB; 4-methyl-5-nitrocatechol 5-monooxygenase
K16527			ko01009	AKAP11; A-kinase anchor protein 11
K21685			ko03000	ramA; LuxR family transcriptional regulator, regulator of acetate metabolism
K21686			ko03000	prpR; XRE family transcriptional regulator, fatty acid utilization regulator
K21687				rpfA; resuscitation-promoting factor RpfA
K21688				rpfB; resuscitation-promoting factor RpfB
K21689				rpfC; resuscitation-promoting factor RpfC
K16529		ko04928;ko05163	ko04131	ARHGEF13; A-kinase anchor protein 13
K16528				AKAP12; A-kinase anchor protein 12
K21358	2.7.11.1		ko01001	ULK3; serine/threonine-protein kinase ULK3
K21359	4.2.1.170;4.2.1.33	ko00966;ko00290		MAM-IS, IPMI2; 3-isopropylmalate/methylthioalkylmalate dehydratase small subunit
K21352	2.4.1.243			FT1; 6(G)-fructosyltransferase
K21353	2.4.1.248			E2.4.1.248; cycloisomaltooligosaccharide glucanotransferase
K21350	2.4.1.329			E2.4.1.329; sucrose 6(F)-phosphate phosphorylase
K21351	2.4.1.99			SST; sucrose:sucrose fructosyltransferase
K21356	3.6.5.-	ko04621;ko04137;ko05012;ko05022	ko03029	MFN1; mitofusin 1
K21357	2.7.11.1	ko05010;ko05014;ko05017;ko05016;ko04140;ko04152;ko04150;ko05022;ko04211;ko04137	ko03029;ko01001;ko04131	ULK1; serine/threonine-protein kinase ULK1
K21354	2.4.1.330	ko00999		UGT94E5; beta-D-glucosyl crocetin beta-1,6-glucosyltransferase
K21355	2.4.1.332			ggp; 1,2-alpha-glucosylglycerol phosphorylase
K11175	2.1.2.2	ko00670;ko00230		purN; phosphoribosylglycinamide formyltransferase 1
K11177	1.17.1.4	ko00230		yagR; xanthine dehydrogenase YagR molybdenum-binding subunit
K11176	3.5.4.10	ko00230		purO; IMP cyclohydrolase
K11171	2.3.1.75			DGAT2L3, AWAT1; diacylglycerol O-acyltransferase 2-like protein 3
K11170	1.1.-.-			DHRSX; dehydrogenase/reductase SDR family member X
K11173	1.1.99.24			ADHFE1; hydroxyacid-oxoacid transhydrogenase
K11172	2.3.1.-			DGAT2L6; diacylglycerol O-acyltransferase 2-like protein 6
K11179	2.8.1.-	ko04122	ko03016	tusE, dsrC; tRNA 2-thiouridine synthesizing protein E
K11178	1.17.1.4	ko00230		yagS; xanthine dehydrogenase YagS FAD-binding subunit
K19760			ko03037;ko04812	DAW1; dynein assembly factor with WDR repeat domains 1
K23852		ko04340	ko03037	EFCAB7; EF-hand calcium-binding domain-containing protein 7
K19762		ko04212	ko02000	HAF1; ATP-binding cassette, subfamily B, HAIF transporter
K19763	2.7.12.2	ko04212	ko01001	JKK1; dual specificity mitogen-activated protein kinase kinase JKK-1
K19764		ko04212;ko04213		INS7; insulin-like neuropeptide
K19765		ko04212		HSBP1; heat shock factor-binding protein 1
K19766		ko04212;ko04213		HSP16.1; heat shock protein Hsp-16.1/Hsp-16.11
K19767		ko04212;ko04213		HSP16.49; heat shock protein Hsp-16.48/Hsp-16.49
K19768		ko04212;ko04213		HSP12.6; heat shock protein 12.6
K19769		ko04212;ko04213		SIP1; stress-induced protein 1
K23859			ko04990	PLEKHG1_2_3; pleckstrin homology domain-containing family G member 1/2/3
K23858			ko04990	PLEKHF; pleckstrin homology domain-containing family F
