target_id	1-T2A_S26_L005001.fastq_length	1-T2A_S26_L005001.fastq_eff_length	1-T2A_S26_L005001.fastq_est_counts	1-T2A_S26_L005001.fastq_tpm	2-T2B_S37_L005001.fastq_length	2-T2B_S37_L005001.fastq_eff_length	2-T2B_S37_L005001.fastq_est_counts	2-T2B_S37_L005001.fastq_tpm	3-T2C2_S40_L005001.fastq_length	3-T2C2_S40_L005001.fastq_eff_length	3-T2C2_S40_L005001.fastq_est_counts	3-T2C2_S40_L005001.fastq_tpm	7-T4A_S44_L005001.fastq_length	7-T4A_S44_L005001.fastq_eff_length	7-T4A_S44_L005001.fastq_est_counts	7-T4A_S44_L005001.fastq_tpm	8-T4B_S45_L005001.fastq_length	8-T4B_S45_L005001.fastq_eff_length	8-T4B_S45_L005001.fastq_est_counts	8-T4B_S45_L005001.fastq_tpm	9-T4C_S46_L005001.fastq_length	9-T4C_S46_L005001.fastq_eff_length	9-T4C_S46_L005001.fastq_est_counts	9-T4C_S46_L005001.fastq_tpm	13-T6A_S30_L005001.fastq_length	13-T6A_S30_L005001.fastq_eff_length	13-T6A_S30_L005001.fastq_est_counts	13-T6A_S30_L005001.fastq_tpm	14-T6B2_S31_L005001.fastq_length	14-T6B2_S31_L005001.fastq_eff_length	14-T6B2_S31_L005001.fastq_est_counts	14-T6B2_S31_L005001.fastq_tpm	15-T6C_S32_L005001.fastq_length	15-T6C_S32_L005001.fastq_eff_length	15-T6C_S32_L005001.fastq_est_counts	15-T6C_S32_L005001.fastq_tpm
k141_11655_151785_152087_+	300	121.394	0	0	300	128.66	0	0	300	133.395	0	0	300	136.309	0	0	300	135.467	0	0	300	133.194	0	0	300	125.507	0	0	300	135.98	0	0	300	137.333	0	0
k141_11655_152118_153578_+	1458	1241.21	0	0	1458	1251.96	0	0	1458	1263.65	0	0	1458	1268.1	0	0	1458	1260.46	0	0	1458	1259.39	0	0	1458	1248.21	0	0	1458	1268.76	0	0	1458	1272.81	0	0
k141_11655_153610_155624_+	2010	1793.21	0	0	2010	1803.96	0	0	2010	1815.65	0	0	2010	1820.1	0	0	2010	1812.46	0	0	2010	1811.39	0	0	2010	1800.21	0	0	2010	1820.76	0	0	2010	1824.81	0	0
k141_11655_15422_15658_+	234	77.4772	0	0	234	81.369	0	0	234	84.7984	0	0	234	86.4399	0	0	234	86.8656	0	0	234	86.0799	0	0	234	79.4833	0	0	234	86.9475	0	0	234	87.7964	0	0
k141_11655_155648_159071_+	3417	3200.21	0	0	3417	3210.96	0	0	3417	3222.65	0	0	3417	3227.1	0	0	3417	3219.46	0	0	3417	3218.39	0	0	3417	3207.21	0	0	3417	3227.76	0	0	3417	3231.81	0	0
k141_11655_15835_16467_+	630	414.394	0	0	630	425.441	0	0	630	436.633	0	0	630	441.099	0	0	630	433.745	0	0	630	432.442	0	0	630	421.88	0	0	630	441.454	0	0	630	445.359	0	0
k141_11655_159124_160161_+	1035	818.207	0	0	1035	828.962	0	0	1035	840.655	0	0	1035	845.103	0	0	1035	837.463	0	0	1035	836.391	0	0	1035	825.212	0	0	1035	845.756	0	0	1035	849.807	0	0
k141_11655_160203_161009_+	804	587.27	0	0	804	598.099	0	0	804	609.756	0	0	804	614.175	0	0	804	606.612	0	0	804	605.492	0	0	804	594.3	0	0	804	614.887	0	0	804	618.829	0	0
k141_11655_161021_161474_+	450	242.819	0	0	450	255.052	0	0	450	263.168	0	0	450	266.472	0	0	450	262.001	0	0	450	260.028	0	0	450	250.85	0	0	450	266.992	0	0	450	269.725	0	0
k141_11655_161526_164683_+	3153	2936.21	0	0	3153	2946.96	0	0	3153	2958.65	0	0	3153	2963.1	0	0	3153	2955.46	0	0	3153	2954.39	0	0	3153	2943.21	0	0	3153	2963.76	0	0	3153	2967.81	0	0
k141_11655_164706_164978_+	270	101.092	0	0	270	106.487	0	0	270	110.78	0	0	270	113.271	0	0	270	112.877	0	0	270	110.685	0	0	270	103.972	0	0	270	113.061	0	0	270	114.253	0	0
k141_11655_164988_166085_+	1095	878.207	0	0	1095	888.962	0	0	1095	900.655	0	0	1095	905.103	0	0	1095	897.463	0	0	1095	896.391	0	0	1095	885.212	0	0	1095	905.756	0	0	1095	909.807	0	0
k141_11655_16498_19603_+	3099	2882.21	0	0	3099	2892.96	0	0	3099	2904.65	0	0	3099	2909.1	0	0	3099	2901.46	0	0	3099	2900.39	0	0	3099	2889.21	0	0	3099	2909.76	0	0	3099	2913.81	0	0
k141_11655_166127_168497_+	2367	2150.21	0	0	2367	2160.96	0	0	2367	2172.65	0	0	2367	2177.1	0	0	2367	2169.46	0	0	2367	2168.39	0	0	2367	2157.21	0	0	2367	2177.76	0	0	2367	2181.81	0	0
k141_11655_168519_173394_+	4872	4655.21	0	0	4872	4665.96	0	0	4872	4677.65	0	0	4872	4682.1	0	0	4872	4674.46	0	0	4872	4673.39	0	0	4872	4662.21	0	0	4872	4682.76	0	0	4872	4686.81	0	0
k141_11655_173403_177681_+	4272	4055.21	0	0	4272	4065.96	0	0	4272	4077.65	0	0	4272	4082.1	0	0	4272	4074.46	0	0	4272	4073.39	0	0	4272	4062.21	0	0	4272	4082.76	0	0	4272	4086.81	0	0
k141_11655_19612_20844_+	1230	1013.21	0	0	1230	1023.96	0	0	1230	1035.65	0	0	1230	1040.1	0	0	1230	1032.46	0	0	1230	1031.39	0	0	1230	1020.21	0	0	1230	1040.76	0	0	1230	1044.81	0	0
k141_11655_1_2401_+	2394	2177.21	0	0	2394	2187.96	0	0	2394	2199.65	0	0	2394	2204.1	0	0	2394	2196.46	0	0	2394	2195.39	0	0	2394	2184.21	0	0	2394	2204.76	0	0	2394	2208.81	0	0
k141_11655_20870_30390_+	9501	9284.21	0	0	9501	9294.96	0	0	9501	9306.65	0	0	9501	9311.1	0	0	9501	9303.46	0	0	9501	9302.39	0	0	9501	9291.21	0	0	9501	9311.76	0	0	9501	9315.81	0	0
k141_11655_2416_3906_+	1485	1268.21	0	0	1485	1278.96	0	0	1485	1290.65	0	0	1485	1295.1	0	0	1485	1287.46	0	0	1485	1286.39	0	0	1485	1275.21	0	0	1485	1295.76	0	0	1485	1299.81	0	0
k141_11655_30398_31925_-	1521	1304.21	0	0	1521	1314.96	0	0	1521	1326.65	0	0	1521	1331.1	0	0	1521	1323.46	0	0	1521	1322.39	0	0	1521	1311.21	0	0	1521	1331.76	0	0	1521	1335.81	0	0
k141_11655_32092_38276_+	6174	5957.21	0	0	6174	5967.96	0	0	6174	5979.65	0	0	6174	5984.1	0	0	6174	5976.46	0	0	6174	5975.39	0	0	6174	5964.21	0	0	6174	5984.76	0	0	6174	5988.81	0	0
k141_11655_38308_40676_+	2364	2147.21	0	0	2364	2157.96	0	0	2364	2169.65	0	0	2364	2174.1	0	0	2364	2166.46	0	0	2364	2165.39	0	0	2364	2154.21	0	0	2364	2174.76	0	0	2364	2178.81	0	0
k141_11655_4006_4437_+	429	224.161	0	0	429	236.094	0	0	429	243.823	0	0	429	247.164	0	0	429	242.987	0	0	429	240.967	0	0	429	231.856	0	0	429	247.502	0	0	429	249.937	0	0
k141_11655_40723_41235_-	510	298.182	0	0	510	309.984	0	0	510	319.634	0	0	510	323.546	0	0	510	317.619	0	0	510	316.024	0	0	510	306.153	0	0	510	323.778	0	0	510	327.165	0	0
k141_11655_41368_43549_+	2178	1961.21	0	0	2178	1971.96	0	0	2178	1983.65	0	0	2178	1988.1	0	0	2178	1980.46	0	0	2178	1979.39	0	0	2178	1968.21	0	0	2178	1988.76	0	0	2178	1992.81	0	0
k141_11655_43580_43886_+	303	123.537	0	0	303	130.86	0	0	303	135.806	0	0	303	138.712	0	0	303	137.74	0	0	303	135.484	0	0	303	127.685	0	0	303	138.243	0	0	303	139.738	0	0
k141_11655_43940_44878_+	936	719.207	0	0	936	730.011	0	0	936	741.655	0	0	936	746.14	0	0	936	738.482	0	0	936	737.391	0	0	936	726.212	0	0	936	746.834	0	0	936	750.807	0	0
k141_11655_45158_45874_-	714	497.64	0	0	714	508.531	0	0	714	519.925	0	0	714	524.456	0	0	714	516.982	0	0	714	515.692	0	0	714	504.676	0	0	714	525.085	0	0	714	529.092	0	0
k141_11655_45901_45972_+	69	9.0061	0	0	69	9.05556	0	0	69	9.3038	0	0	69	6.50739	0	0	69	8.64878	0	0	69	7.21507	0	0	69	6.34053	0	0	69	6.59703	0	0	69	7.49178	0	0
k141_11655_4598_7424_+	2820	2603.21	0	0	2820	2613.96	0	0	2820	2625.65	0	0	2820	2630.1	0	0	2820	2622.46	0	0	2820	2621.39	0	0	2820	2610.21	0	0	2820	2630.76	0	0	2820	2634.81	0	0
k141_11655_45993_50409_+	4407	4190.21	0	0	4407	4200.96	0	0	4407	4212.65	0	0	4407	4217.1	0	0	4407	4209.46	0	0	4407	4208.39	0	0	4407	4197.21	0	0	4407	4217.76	0	0	4407	4221.81	0	0
k141_11655_50431_53342_-	2898	2681.21	0	0	2898	2691.96	0	0	2898	2703.65	0	0	2898	2708.1	0	0	2898	2700.46	0	0	2898	2699.39	0	0	2898	2688.21	0	0	2898	2708.76	0	0	2898	2712.81	0	0
k141_11655_53392_54435_+	1041	824.207	0	0	1041	834.962	0	0	1041	846.655	0	0	1041	851.103	0	0	1041	843.463	0	0	1041	842.391	0	0	1041	831.212	0	0	1041	851.756	0	0	1041	855.807	0	0
k141_11655_54462_56871_+	2406	2189.21	0	0	2406	2199.96	0	0	2406	2211.65	0	0	2406	2216.1	0	0	2406	2208.46	0	0	2406	2207.39	0	0	2406	2196.21	0	0	2406	2216.76	0	0	2406	2220.81	0	0
k141_11655_56883_58016_+	1131	914.207	0	0	1131	924.962	0	0	1131	936.655	0	0	1131	941.103	0	0	1131	933.463	0	0	1131	932.391	0	0	1131	921.212	0	0	1131	941.756	0	0	1131	945.807	0	0
k141_11655_58112_62102_+	3984	3767.21	0	0	3984	3777.96	0	0	3984	3789.65	0	0	3984	3794.1	0	0	3984	3786.46	0	0	3984	3785.39	0	0	3984	3774.21	0	0	3984	3794.76	0	0	3984	3798.81	0	0
k141_11655_62143_64570_+	2421	2204.21	0	0	2421	2214.96	0	0	2421	2226.65	0	0	2421	2231.1	0	0	2421	2223.46	0	0	2421	2222.39	0	0	2421	2211.21	0	0	2421	2231.76	0	0	2421	2235.81	0	0
k141_11655_64684_65216_+	528	315.303	0	0	528	327.113	0	0	528	336.957	0	0	528	340.761	0	0	528	334.703	0	0	528	333.369	0	0	528	323.2	0	0	528	341.287	0	0	528	344.702	0	0
k141_11655_65328_65441_-	111	16.4058	0	0	111	14.5907	0	0	111	16.6583	0	0	111	17.5366	0	0	111	19.2079	0	0	111	23.5492	0	0	111	20.7336	0	0	111	23.736	0	0	111	24.0042	0	0
k141_11655_65533_67937_+	2397	2180.21	0	0	2397	2190.96	0	0	2397	2202.65	0	0	2397	2207.1	0	0	2397	2199.46	0	0	2397	2198.39	0	0	2397	2187.21	0	0	2397	2207.76	0	0	2397	2211.81	0	0
k141_11655_68059_68748_+	687	470.849	0	0	687	481.712	0	0	687	493.103	0	0	687	497.611	0	0	687	490.183	0	0	687	488.892	0	0	687	478.021	0	0	687	498.162	0	0	687	502.126	0	0
k141_11655_68780_69961_+	1179	962.207	0	0	1179	972.962	0	0	1179	984.655	0	0	1179	989.103	0	0	1179	981.463	0	0	1179	980.391	0	0	1179	969.212	0	0	1179	989.756	0	0	1179	993.807	0	0
k141_11655_70076_71260_+	1182	965.207	0	0	1182	975.962	0	0	1182	987.655	0	0	1182	992.103	0	0	1182	984.463	0	0	1182	983.391	0	0	1182	972.212	0	0	1182	992.756	0	0	1182	996.807	0	0
k141_11655_71350_75302_+	3945	3728.21	0	0	3945	3738.96	0	0	3945	3750.65	0	0	3945	3755.1	0	0	3945	3747.46	0	0	3945	3746.39	0	0	3945	3735.21	0	0	3945	3755.76	0	0	3945	3759.81	0	0
k141_11655_7454_7625_+	168	39.7044	0	0	168	39.4615	0	0	168	42.2906	0	0	168	42.4417	0	0	168	43.8366	0	0	168	46.462	0	0	168	40.7808	0	0	168	44.93	0	0	168	45.7012	0	0
k141_11655_75325_76551_+	1224	1007.21	0	0	1224	1017.96	0	0	1224	1029.65	0	0	1224	1034.1	0	0	1224	1026.46	0	0	1224	1025.39	0	0	1224	1014.21	0	0	1224	1034.76	0	0	1224	1038.81	0	0
k141_11655_76674_79354_+	2676	2459.21	0	0	2676	2469.96	0	0	2676	2481.65	0	0	2676	2486.1	0	0	2676	2478.46	0	0	2676	2477.39	0	0	2676	2466.21	0	0	2676	2486.76	0	0	2676	2490.81	0	0
k141_11655_7704_8116_+	408	206.055	0	0	408	217.405	0	0	408	225.11	0	0	408	227.956	0	0	408	224.297	0	0	408	222.195	0	0	408	213.334	0	0	408	228.247	0	0	408	230.464	0	0
k141_11655_79398_82891_+	3489	3272.21	0	0	3489	3282.96	0	0	3489	3294.65	0	0	3489	3299.1	0	0	3489	3291.46	0	0	3489	3290.39	0	0	3489	3279.21	0	0	3489	3299.76	0	0	3489	3303.81	0	0
k141_11655_8123_8842_-	717	500.59	0	0	717	511.531	0	0	717	522.925	0	0	717	527.456	0	0	717	519.982	0	0	717	518.692	0	0	717	507.625	0	0	717	528.085	0	0	717	532.074	0	0
k141_11655_82934_83203_+	267	99.0332	0	0	267	104.352	0	0	267	108.54	0	0	267	110.809	0	0	267	110.652	0	0	267	108.494	0	0	267	101.918	0	0	267	110.794	0	0	267	112.019	0	0
k141_11655_83331_83615_+	282	109.151	0	0	282	115.089	0	0	282	119.764	0	0	282	122.383	0	0	282	121.852	0	0	282	119.761	0	0	282	112.437	0	0	282	122.147	0	0	282	123.354	0	0
k141_11655_83629_84108_+	477	267.302	0	0	477	279.443	0	0	477	288.086	0	0	477	291.859	0	0	477	286.845	0	0	477	284.965	0	0	477	275.398	0	0	477	292.41	0	0	477	295.373	0	0
k141_11655_84130_84366_+	234	77.4772	0	0	234	81.369	0	0	234	84.7984	0	0	234	86.4399	0	0	234	86.8656	0	0	234	86.0799	0	0	234	79.4833	0	0	234	86.9475	0	0	234	87.7964	0	0
k141_11655_84447_85846_+	1395	1178.21	0	0	1395	1188.96	0	0	1395	1200.65	0	0	1395	1205.1	0	0	1395	1197.46	0	0	1395	1196.39	0	0	1395	1185.21	0	0	1395	1205.76	0	0	1395	1209.81	0	0
k141_11655_85876_87198_+	1320	1103.21	0	0	1320	1113.96	0	0	1320	1125.65	0	0	1320	1130.1	0	0	1320	1122.46	0	0	1320	1121.39	0	0	1320	1110.21	0	0	1320	1130.76	0	0	1320	1134.81	0	0
k141_11655_87219_89565_+	2340	2123.21	0	0	2340	2133.96	0	0	2340	2145.65	0	0	2340	2150.1	0	0	2340	2142.46	0	0	2340	2141.39	0	0	2340	2130.21	0	0	2340	2150.76	0	0	2340	2154.81	0	0
k141_11655_89597_92444_+	2841	2624.21	0	0	2841	2634.96	0	0	2841	2646.65	0	0	2841	2651.1	0	0	2841	2643.46	0	0	2841	2642.39	0	0	2841	2631.21	0	0	2841	2651.76	0	0	2841	2655.81	0	0
k141_11655_92449_94073_+	1620	1403.21	0	0	1620	1413.96	0	0	1620	1425.65	0	0	1620	1430.1	0	0	1620	1422.46	0	0	1620	1421.39	0	0	1620	1410.21	0	0	1620	1430.76	0	0	1620	1434.81	0	0
k141_11655_9367_10442_-	1068	851.207	0	0	1068	861.962	0	0	1068	873.655	0	0	1068	878.103	0	0	1068	870.463	0	0	1068	869.391	0	0	1068	858.212	0	0	1068	878.756	0	0	1068	882.807	0	0
k141_11655_94098_97021_+	2919	2702.21	0	0	2919	2712.96	0	0	2919	2724.65	0	0	2919	2729.1	0	0	2919	2721.46	0	0	2919	2720.39	0	0	2919	2709.21	0	0	2919	2729.76	0	0	2919	2733.81	0	0
k141_11655_97146_98504_+	1356	1139.21	0	0	1356	1149.96	0	0	1356	1161.65	0	0	1356	1166.1	0	0	1356	1158.46	0	0	1356	1157.39	0	0	1356	1146.21	0	0	1356	1166.76	0	0	1356	1170.81	0	0
k141_11655_98606_100117_+	1509	1292.21	0	0	1509	1302.96	0	0	1509	1314.65	0	0	1509	1319.1	0	0	1509	1311.46	0	0	1509	1310.39	0	0	1509	1299.21	0	0	1509	1319.76	0	0	1509	1323.81	0	0
k141_11658_100_501_+	399	232.754	47.4161	10.9247	399	228.478	88.5754	39.5171	399	225.58	87	61.4792	399	249.966	46	12.4658	399	245.194	49	10.9975	399	243.352	43	10.6565	399	254.497	40.141	14.8486	399	268.871	38.6172	11.9875	399	277.157	37.1678	13.6963
k141_11658_507_3764_+	3249	3888.82	1735.63	23.9343	3249	3722.91	2899.7	79.3936	3249	3629.75	3063.93	134.559	3249	4146.91	732.546	11.9662	3249	4087.53	1285.08	17.3012	3249	4176.64	856.692	12.3703	3249	4186.28	552.291	12.42	3249	4273.12	300.236	5.8642	3249	4515.05	352.773	7.97986
k141_11679_1167_2279_+	1110	893.207	0	0	1110	903.962	0	0	1110	915.655	0	0	1110	920.103	0	0	1110	912.463	0	0	1110	911.391	0	0	1110	900.212	0	0	1110	920.756	0	0	1110	924.807	0	0
k141_11679_1_1164_+	1161	944.207	0	0	1161	954.962	0	0	1161	966.655	0	0	1161	971.103	0	0	1161	963.463	0	0	1161	962.391	0	0	1161	951.212	0	0	1161	971.756	0	0	1161	975.807	0	0
k141_11725_1_1417_-	1410	1346.78	10	0.398186	1410	1266.63	6	0.482857	1410	1273.85	14	1.75194	1410	1424.37	18.2632	0.868559	1410	1357.19	33	1.33808	1410	1348.04	26	1.1632	1410	1336.43	38	2.67682	1410	1368.26	16	0.975983	1410	1433.65	25	1.78098
k141_11726_1420_3369_-	1941	1724.21	0	0	1941	1734.96	0	0	1941	1746.65	0	0	1941	1751.1	0	0	1941	1743.46	0	0	1941	1742.39	0	0	1941	1731.21	0	0	1941	1751.76	0	0	1941	1755.81	0	0
k141_11726_1_130_+	126	20.9037	0	0	126	19.3232	0	0	126	21.5849	0	0	126	22.1751	0	0	126	24.1177	0	0	126	28.6993	0	0	126	24.5313	0	0	126	28.5325	0	0	126	28.6369	0	0
k141_11726_3399_5700_-	2295	2078.21	0	0	2295	2088.96	0	0	2295	2100.65	0	0	2295	2105.1	0	0	2295	2097.46	0	0	2295	2096.39	0	0	2295	2085.21	0	0	2295	2105.76	0	0	2295	2109.81	0	0
k141_11726_340_456_+	114	17.1204	0	0	114	15.4981	0	0	114	17.566	0	0	114	18.2015	0	0	114	20.1393	0	0	114	24.7418	0	0	114	21.5534	0	0	114	24.8913	0	0	114	24.9243	0	0
k141_11726_509_764_-	249	87.245	0	0	249	91.7455	0	0	249	95.4645	0	0	249	97.1799	0	0	249	97.5108	0	0	249	95.9371	0	0	249	89.4238	0	0	249	97.5474	0	0	249	98.6305	0	0
k141_11726_770_1361_+	588	373.153	0	0	588	384.601	0	0	588	395.256	0	0	588	399.712	0	0	588	392.687	0	0	588	391.224	0	0	588	380.746	0	0	588	400.081	0	0	588	403.754	0	0
k141_11729_12073_12564_+	489	316.029	110	18.6658	489	323.491	41	12.9193	489	337.226	21	9.92677	489	364.207	42	7.81173	489	359.577	62	9.48874	489	371.725	48	7.78758	489	345.076	6	1.63688	489	364.779	10	2.28803	489	390.525	9	2.35373
k141_11729_12617_13270_-	651	233.016	83	19.1018	651	218.569	52	24.251	651	230.599	20	13.8256	651	265.501	66	16.8392	651	242.519	51	11.5726	651	245.703	52	12.7637	651	263.461	11	3.93059	651	274.648	7	2.12723	651	283.883	10	3.59769
k141_11729_13535_14620_-	1083	742.37	1465	105.828	1083	731.557	641	89.3153	1083	706.771	393	88.6389	1083	757.237	339	30.3259	1083	742.575	342	25.3451	1083	760.183	440	34.9074	1083	743.585	233	29.499	1083	770.295	129	13.9773	1083	795.378	105	13.4827
k141_11729_1456_5059_-	3594	3123.06	6336	108.797	3594	3019.74	2934	99.039	3594	2932.93	1341	72.885	3594	3188.55	2977	63.2457	3594	3138.2	3849	67.4957	3594	3192.01	3756	70.9651	3594	3180.55	809	23.9457	3594	3188.5	593	15.5224	3594	3289.76	396	12.294
k141_11729_14814_14997_-	180	46.3047	2236	2589.58	180	46.6181	669	1462.81	180	49.4672	219	705.728	180	49.9462	897	1216.57	180	51.3688	1238	1326.26	180	53.1781	1060	1202.14	180	47.3157	478	951.052	180	52.0772	313	501.635	180	53.0448	229	440.916
k141_11729_5100_6029_-	927	817.316	1711	112.264	927	790.157	933	120.36	927	831.233	394	75.5585	927	982.613	903	62.2516	927	950.033	1210	70.0899	927	955.315	1171	73.9253	927	940.228	329	32.9416	927	977.976	236	20.1407	927	1051.91	169	16.4086
k141_11729_6118_9072_-	2946	2678.39	3609	72.2594	2946	2618.45	1867	72.6801	2946	2649.3	887	53.3707	2946	3019.27	1743	39.1058	2946	2972.14	2379	44.0487	2946	3015.91	2367	47.3329	2946	3080.79	659	20.1375	2946	3193.38	658	17.1976	2946	3387.14	407	12.2722
k141_11729_900_1314_-	408	213.778	1889	473.86	408	211.041	774	373.843	408	236.82	457	307.615	408	249.119	941	255.876	408	242.946	1376	311.685	408	234.39	1093	281.232	408	203.344	238	110.186	408	237.806	146	51.2414	408	259.01	96	37.8545
k141_11729_9111_9185_+	72	9.29333	0	0	72	8.93846	4	45.6155	72	10.0098	1	15.9252	72	7.43262	1	9.11389	72	9.54373	1	5.76621	72	8.62115	0	0	72	7.58228	0	0	72	7.53774	0	0	72	8.27634	0	0
k141_11729_9352_11958_+	2601	2650.67	2003	40.5235	2601	2564.23	1119	44.4825	2601	2544.04	486	30.4525	2601	2872.67	652	15.3747	2601	2847.35	848	16.3894	2601	2926.06	695	14.3247	2601	2906.9	240	7.77252	2601	3005.54	165	4.58198	2601	3178.98	101	3.24486
k141_11740_1179_1541_+	360	306.209	1	0.175131	360	305.835	2	0.66659	360	296.814	9	4.83357	360	311.408	1	0.217529	360	313.428	4	0.702313	360	309.865	1	0.19463	360	292.483	3	0.96561	360	308.134	7	1.89605	360	319.855	1	0.319307
k141_11740_1_311_-	309	127.826	0	0	309	135.434	1.02993	0.775165	309	140.617	0	0	309	175.578	1.01611	0.392026	309	142.439	0	0	309	140.046	0	0	309	132.196	0	0	309	142.995	0	0	309	144.727	0	0
k141_11740_351_1130_+	774	557.346	0	0	774	568.157	0	0	774	579.846	0	0	774	584.266	0	0	774	576.656	0	0	774	575.611	0	0	774	564.396	0	0	774	584.932	0	0	774	588.85	0	0
k141_11748_1824_2610_+	780	701.927	15	1.14599	780	693.331	18	2.64635	780	706.103	25	5.64394	780	766.673	64	5.65478	780	750.877	38	2.78499	780	757.007	76	6.05476	780	724.178	24	3.11995	780	793.626	67	7.04613	780	830.625	54	6.63974
k141_11748_197_845_-	642	504.17	75	7.97749	642	490.439	174	36.1643	642	485.977	127	41.658	642	511.807	165	21.8385	642	488.472	157	17.6876	642	498.914	150	18.1321	642	472.546	129	25.6996	642	554.679	308	46.3448	642	561.233	177	32.2102
k141_11748_1_176_-	174	43.0206	1	1.24654	174	43.0502	4	9.4711	174	45.7791	2.80964	9.7835	174	46.1043	0	0	174	47.5364	0	0	174	49.8138	2	2.42138	174	43.9907	5	10.7002	174	48.5036	2	3.44149	174	49.315	0	0
k141_11748_3079_3393_-	306	125.65	0	0	306	133.107	0	0	306	138.231	0	0	306	141.232	0	0	306	140.112	0	0	306	137.749	0	0	306	129.94	0	0	306	140.647	0	0	306	142.192	0	0
k141_11748_3434_3583_-	147	29.2537	0	0	147	28.3232	0	0	147	30.6339	0	0	147	29.9135	0	0	147	31.8174	0	0	147	35.3238	0	0	147	29.9638	0	0	147	33.7328	0	0	147	34.3578	0	0
k141_11748_858_1643_-	777	486.829	5	0.550776	777	477.017	9	1.9232	777	499.974	16	5.10132	777	520.034	21	2.73548	777	510.511	11	1.18576	777	512.095	16	1.88431	777	502.499	10	1.87347	777	518.896	30	4.82539	777	550.97	8	1.48294
k141_11753_1_119_+	114	17.1204	0	0	114	15.4981	0	0	114	17.566	0	0	114	18.2015	0	0	114	20.1393	0	0	114	24.7418	0	0	114	21.5534	0	0	114	24.8913	0	0	114	24.9243	0	0
k141_11753_4079_6249_-	2157	2254.25	1460.99	34.7558	2157	2152.19	2489.66	117.916	2157	2081.84	3365.82	257.723	2157	2267.69	1902.98	56.8455	2157	2214.67	2648	65.7988	2157	2221.67	1868.95	50.7344	2157	2158.78	2273.95	99.1639	2157	2167.18	1804	69.4758	2157	2234.75	1602.88	73.2545
k141_11753_462_860_+	396	195.931	103	28.1914	396	192.779	142	75.0835	396	191.105	138	115.111	396	223.842	342	103.498	396	208.616	685	180.698	396	206.275	438	128.059	396	203.081	1029	477.011	396	216.942	743	285.849	396	220.819	597	276.122
k141_11753_6578_6697_+	117	18.0088	54	160.801	117	16.4396	37	229.417	117	18.3838	56	485.581	117	19.0927	100	354.795	117	20.9972	80	209.67	117	25.7345	90	210.916	117	22.2978	32	135.104	117	25.829	76	245.582	117	25.9385	91	358.31
k141_11753_6740_7316_+	573	510.544	295.837	31.0743	573	513.585	280	55.5727	573	540.353	319.604	94.2855	573	545.704	129.987	16.1357	573	522.285	209	22.0215	573	522.861	154	17.763	573	500.372	49.9654	9.40066	573	531.392	72	11.3086	573	565.612	57	10.2924
k141_11753_904_3763_+	2856	3563.31	1238.43	18.638	2856	3438.07	2361.34	70.0099	2856	3293.03	2220.18	107.474	2856	3564.2	2510.62	47.716	2856	3497.97	5019.31	78.9653	2856	3534.5	3605.58	61.5221	2856	3472.9	6866.21	186.126	2856	3464.75	3587.41	86.4174	2856	3578.32	3132.35	89.4033
k141_11758_1_520_+	516	303.918	0	0	516	315.698	0	0	516	325.406	0	0	516	329.316	0	0	516	323.384	0	0	516	321.782	0	0	516	311.82	0	0	516	329.59	0	0	516	333.054	0	0
k141_11758_709_894_+	183	48.0071	0	0	183	48.5599	0	0	183	51.3415	0	0	183	51.8361	0	0	183	53.2022	0	0	183	54.7798	0	0	183	48.9146	0	0	183	53.8975	0	0	183	54.8276	0	0
k141_11758_978_1889_-	909	692.207	0	0	909	703.035	0	0	909	714.691	0	0	909	719.14	0	0	909	711.482	0	0	909	710.391	0	0	909	699.212	0	0	909	719.853	0	0	909	723.807	0	0
k141_11761_1194_2392_+	1194	605.774	503	44.5286	1194	597.516	635	108.328	1194	602.979	547	144.609	1194	685.107	249	24.6199	1194	656.98	692	57.9645	1194	654.379	693	63.8685	1194	640.22	286	42.0551	1194	661.478	138	17.4122	1194	682.316	178	26.6439
k141_11761_1_297_-	291	115.204	3	1.39649	291	121.886	3.11442	2.60459	291	126.501	10	12.6013	291	129.312	1.02268	0.53573	291	128.688	6.28145	2.68616	291	126.486	10.3042	4.91307	291	118.959	10	7.91381	291	128.85	0	0	291	130.417	1.02638	0.803775
k141_11761_553_1072_-	510	298.182	3	0.539538	510	208.325	10	4.89298	510	205.359	9	6.98617	510	218.261	4	1.24145	510	218.11	13	3.28001	510	224.41	5	1.34373	510	219.517	3	1.28657	510	271.224	3	0.923175	510	262.085	1	0.389691
k141_11764_1_237_-	237	79.3975	0	0	237	83.5538	0	0	237	86.9215	0	0	237	88.4461	0	0	237	88.9129	0	0	237	88.1039	0	0	237	81.3675	1.1086	1.28264	237	89.0705	0	0	237	89.9836	0	0
k141_11764_2910_3760_+	834	571.467	1	0.0938405	834	545.139	2	0.373971	834	639.724	0	0	834	644.175	0	0	834	636.565	0	0	834	635.492	0	0	834	624.3	0	0	834	644.887	0	0	834	648.829	0	0
k141_11764_389_2728_-	2337	1933.12	2	0.0554822	2337	2130.96	0	0	2337	2142.65	0	0	2337	2057.24	3	0.0987831	2337	1980.78	17	0.472304	2337	1984.8	11	0.33424	2337	1914.9	13	0.639116	2337	1921.47	5	0.217184	2337	1974.92	9	0.465432
